identifier,distributionDate,lastUpdateTime,releaseTime,createTime,geoKeywords,keywords,title,authorName,authorAffiliation,description
ICPSR02194.v1,1998-07-28,2015-04-09T04:08:48Z,2015-04-09T04:08:48Z,2015-04-09T04:08:48Z,"United States, ","correctional facilities, correctional facilities (juveniles), correctional system, demographic characteristics, federal correctional facilities, jail inmates, juvenile offenders, national crime statistics (USA), offenders, offenses, parole, prison inmates, probation, state correctional facilities, ","National Corrections Reporting Program, 1995",United States Department of Justice. Office of Justice Programs. Bureau of Justice Statistics,United States Department of Justice. Office of Justice Programs. Bureau of Justice Statistics,"The purpose of this study was to gather data on prisoners entering and leaving the custody or supervision of state and federal authorities. Data refer to prisoners who were admitted to prison, released from prison, or released from parole in 1995. Variables include incarceration history, current offenses, and total time served. Background information on individuals includes year of birth, sex, age, race, Hispanic origin, and educational attainment."
ICPSR02197.v1,1999-02-17,2015-04-09T03:55:45Z,2015-04-09T03:55:45Z,2015-04-09T03:55:45Z,"American Samoa, Guam, Marshall Islands, Puerto Rico, United States, Virgin Islands of the United States, Global, ","academic tenure, college faculty, colleges, community colleges, employee benefits, higher education, universities, wages and salaries, ","Higher Education General Information Survey (HEGIS), 1978-1979:  Salaries, Tenure, and Fringe Benefits of Full-Time Faculty",United States Department of Education. National Center for Education Statistics,United States Department of Education. National Center for Education Statistics,"The Higher Education General Information Survey (HEGIS)  series was designed to provide comprehensive information on various  aspects of postsecondary education in the United States and its  territories (American Samoa, Guam, Puerto Rico, the Virgin Islands,  and the Marshall Islands) and Department of Defense schools outside  the United States. Data are available for both public and private  two-year and four-year institutions. The HEGIS Salaries component for  1978-1979 sought data from 3,173 institutions of higher education. Key  data elements, presented for up to ten record types for each  institution (corresponding to length of contract and sex), include  academic rank, number of faculty, salaries, tenure status, and fringe benefits."
ICPSR02198.v1,1999-02-17,2015-04-09T03:27:28Z,2015-04-09T03:27:28Z,2015-04-09T03:27:28Z,"American Samoa, Guam, Marshall Islands, Puerto Rico, United States, Virgin Islands of the United States, Global, ","academic tenure, college faculty, colleges, community colleges, employee benefits, higher education, universities, wages and salaries, ","Higher Education General Information Survey (HEGIS), 1979-1980:  Salaries, Tenure, and Fringe Benefits of Full-Time Faculty",United States Department of Education. National Center for Education Statistics,United States Department of Education. National Center for Education Statistics,"The Higher Education General Information Survey (HEGIS)  series was designed to provide comprehensive information on various  aspects of postsecondary education in the United States and its  territories (American Samoa, Guam, Puerto Rico, the Virgin Islands,  and the Marshall Islands) and Department of Defense schools outside  the United States. Data are available for both public and private  two-year and four-year institutions. The HEGIS Salaries component for  1979-1980 sought data from 3,190 institutions of higher education. Key  data elements, presented for up to ten record types for each  institution (corresponding to length of contract and sex), include  academic rank, number of faculty, salaries, tenure status, and fringe benefits."
ICPSR02199.v1,1999-01-21,2015-04-09T03:30:05Z,2015-04-09T03:30:05Z,2015-04-09T03:30:05Z,"American Samoa, Guam, Marshall Islands, Puerto Rico, United States, Virgin Islands of the United States, Global, ","academic tenure, college faculty, colleges, community colleges, employee benefits, higher education, universities, wages and salaries, ","Higher Education General Information Survey (HEGIS), 1980-1981:  Salaries, Tenure, and Fringe Benefits of Full-Time Faculty",United States Department of Education. National Center for Education Statistics,United States Department of Education. National Center for Education Statistics,"The Higher Education General Information Survey (HEGIS)  series was designed to provide comprehensive information on various  aspects of postsecondary education in the United States and its  territories (American Samoa, Guam, Puerto Rico, the Virgin Islands,  and the Marshall Islands) and Department of Defense schools outside  the United States. Data are available for both public and private  two-year and four-year institutions. The HEGIS Salaries component for  1980-1981 sought data from 3,269 institutions on the type and control  of the institution, and the number of employed personnel by primary  function and employment status. Key data elements, presented for up  to ten record types for each institution (corresponding to length of  contract and sex), include academic rank, number of faculty, salaries, tenure status, and fringe benefits."
ICPSR02200.v1,1998-02-16,2015-04-09T04:24:31Z,2015-04-09T04:24:31Z,2015-04-09T04:24:31Z,"Bulgaria, Europe, Global, ","aging, demographic characteristics, housing, living conditions, older adults, ","Dynamics of Population Aging in Economic Commission for Europe (ECE) Countries, Census Microdata Samples: Bulgaria, 1992",United Nations Economic Commission for Europe. Population Activities Unit,United Nations Economic Commission for Europe. Population Activities Unit,"The main objectives of this data collection effort were to assemble a set of cross-nationally comparable microdata samples based on the 1990 national population and housing censuses in countries of Europe and North America, and to use these samples to study the social and economic conditions of older persons. The samples are designed to allow research on a wide range of issues related to aging, as well as on other social phenomena. The Bulgarian 1992 Census dataset provided information on the type and size of dwelling units, amenities such as flush toilets, baths/showers, and kitchens, and the type of utility systems that were available. Also covered are the characteristics of the buildings within which these dwelling units were located. Demographic and socioeconomic information on household members includes age, sex, ethnic background, household size and composition, marital status, disabilities, education, religion, employment status, and occupation."
ICPSR02201.v2,1997-12-11,2015-04-09T04:30:11Z,2015-04-09T04:30:11Z,2015-04-09T04:30:11Z,"Guam, Puerto Rico, United States, Virgin Islands of the United States, ","age, causes of death, death, death records, ethnicity, fatalities, gender, marital status, mortality rates, race, ","Multiple Cause of Death, 1994",United States Department of Health and Human Services. National Center for Health Statistics,United States Department of Health and Human Services. National Center for Health Statistics,"This data collection presents information about the causes of all recorded deaths occurring in the United States, Puerto Rico, the Virgin Islands, and Guam during 1994. Data are provided concerning underlying causes of death, multiple conditions that caused the death, place of death, residence of the deceased (e.g., region, division, state, county), whether an autopsy was performed, and the month and day of the week of the death. In addition, data are supplied on the sex, race, age, marital status, education, usual occupation, and origin or descent of the deceased. Mortality detail data for 1994 also can be extracted from this file. The mortality detail records are contained in the first 159 positions of these multiple cause records. The multiple cause of death fields were coded from the MANUAL OF THE INTERNATIONAL STATISTICAL CLASSIFICATION OF DISEASES, INJURIES, AND CAUSE-OF-DEATH, NINTH REVISION (ICD-9), VOLUMES 1 AND 2."
ICPSR02202.v1,1999-01-21,2015-04-09T03:39:40Z,2015-04-09T03:39:40Z,2015-04-09T03:39:40Z,"American Samoa, Guam, Marshall Islands, Puerto Rico, United States, Virgin Islands of the United States, Global, ","academic tenure, college faculty, colleges, community colleges, employee benefits, higher education, universities, wages and salaries, ","Higher Education General Information Survey (HEGIS), 1981-1982:  Salaries, Tenure, and Fringe Benefits of Full-Time Faculty",United States Department of Education. National Center for Education Statistics,United States Department of Education. National Center for Education Statistics,"The Higher Education General Information Survey (HEGIS)  series was designed to provide comprehensive information on various  aspects of postsecondary education in the United States and its  territories (American Samoa, Guam, Puerto Rico, the Virgin Islands,  and the Marshall Islands) and Department of Defense schools outside  the United States. Data are available for both public and private  two-year and four-year institutions. The HEGIS Salaries component for  1981-1982 sought data from 3,294 institutions on the type and control  of the institution, and the number of employed personnel by primary  function and employment status. Key data elements, presented for up  to ten record types for each institution (corresponding to length of  contract and sex), include academic rank, number of faculty, salaries, tenure status, and fringe benefits."
ICPSR02203.v1,1999-01-21,2015-04-09T03:39:04Z,2015-04-09T03:39:04Z,2015-04-09T03:39:04Z,"American Samoa, Guam, Marshall Islands, Puerto Rico, United States, Virgin Islands of the United States, Global, ","academic tenure, college faculty, colleges, community colleges, employee benefits, higher education, universities, wages and salaries, ","Higher Education General Information Survey (HEGIS), 1984-1985:  Salaries, Tenure, and Fringe Benefits of Full-Time Faculty",United States Department of Education. National Center for Education Statistics,United States Department of Education. National Center for Education Statistics,"The Higher Education General Information Survey (HEGIS)  series was designed to provide comprehensive information on various  aspects of postsecondary education in the United States and its  territories (American Samoa, Guam, Puerto Rico, the Virgin Islands,  and the Marshall Islands) and Department of Defense schools outside  the United States. Data are available for both public and private  two-year and four-year institutions. The HEGIS Salaries component for  1984-1985 sought data from 3,379 institutions on the type and control  of the institution, and the number of employed personnel by primary  function and employment status. Key data elements, presented for up  to four record types for each institution (corresponding to length of  contract and sex), include academic rank, number of faculty, salaries, tenure status, and fringe benefits."
ICPSR02204.v1,1999-01-21,2015-04-09T04:41:30Z,2015-04-09T04:41:30Z,2015-04-09T04:41:30Z,"American Samoa, Guam, Marshall Islands, Puerto Rico, United States, Virgin Islands of the United States, Global, ","academic tenure, college faculty, colleges, community colleges, employee benefits, higher education, universities, wages and salaries, ","Higher Education General Information Survey (HEGIS), 1985-1986:  Salaries, Tenure, and Fringe Benefits of Full-Time Faculty",United States Department of Education. National Center for Education Statistics,United States Department of Education. National Center for Education Statistics,"The Higher Education General Information Survey (HEGIS)  series was designed to provide comprehensive information on various  aspects of postsecondary education in the United States and its  territories (American Samoa, Guam, Puerto Rico, the Virgin Islands,  and the Marshall Islands) and Department of Defense schools outside  the United States. Data are available for both public and private  two-year and four-year institutions. The HEGIS Salaries component for  1985-1986 sought data from 3,388 institutions on the type and control  of the institution, and the number of employed personnel by primary  function and employment status. Key data elements, presented for up  to four record types for each institution (corresponding to length of  contract and sex), include academic rank, number of faculty, salaries, tenure status, and fringe benefits."
ICPSR02205.v1,1997-12-11,2015-04-09T03:43:20Z,2015-04-09T03:43:20Z,2015-04-09T03:43:20Z,"United States, ","census data, demographic characteristics, employment, Hispanic or Latino origins, households, labor force, national elections, population characteristics, population estimates, unemployment, voter attitudes, voter registration, voters, voting behavior, ","Current Population Survey: Voter Supplement File, 1996",United States Department of Commerce. Bureau of the Census,United States Department of Commerce. Bureau of the Census,"This survey provides data on labor force activity for the week prior to the survey. Comprehensive data are available on the employment status, occupation, and industry of persons 14 years and over. Personal characteristics such as age, sex, race, marital status, veteran status, household relationship, educational background, and Hispanic origin are also provided. Questions unique to this supplement pertain to citizenship, voting status, and registration status and are asked of household members 18 years of age and over."
ICPSR02206.v1,2002-04-04,2015-04-09T03:04:12Z,2015-04-09T03:04:12Z,2015-04-09T03:04:12Z,"United States, ","public libraries, ","Library General Information Survey (LIBGIS) I [United States]:  Public Library Universe, 1973",United States Department of Education. National Center for Education Statistics,United States Department of Education. National Center for Education Statistics,"The primary purpose of this project was to provide a listing  of all public libraries in the United States and its outlying  areas. Significant variables include name, address, population served, and the chief state library officer."
ICPSR02207.v1,2002-04-12,2015-04-09T04:24:06Z,2015-04-09T04:24:06Z,2015-04-09T04:24:06Z,"United States, ","public libraries, United States, ","Library General Information Survey (LIBGIS) III [United States]:  Public Library Universe, 1977",United States Department of Education. National Center for Education Statistics,United States Department of Education. National Center for Education Statistics,"The primary purpose of this project was to provide a  listing of all public libraries in the United States and its outlying  areas. Significant variables include name, address, population served, and the chief state library officer."
ICPSR02208.v1,2002-03-19,2015-04-09T04:02:54Z,2015-04-09T04:02:54Z,2015-04-09T04:02:54Z,"United States, ","academic libraries, expenditures, facilities, library collections, library services, loans, personnel, public libraries, school libraries, ","Library General Information Survey (LIBGIS) I [United States]:  Public Libraries, Fiscal Year 1974",United States Department of Education. National Center for Education Statistics,United States Department of Education. National Center for Education Statistics,"This survey provides information about public libraries'  public service
outlets, holdings, staffing, receipts, expenditures,  loan transactions, physical facilities, and hours and days open. These  data also contribute to an understanding of the total picture of school, academic, and public libraries on a nationwide basis."
ICPSR02209.v1,2002-05-21,2015-04-09T04:09:27Z,2015-04-09T04:09:27Z,2015-04-09T04:09:27Z,"United States, ","academic libraries, expenditures, facilities, library collections, library services, loans, personnel, public libraries, school libraries, ","Library General Information Survey (LIBGIS) III [United States]:  Public Libraries, Fiscal Year 1977-1978",United States Department of Education. National Center for Education Statistics,United States Department of Education. National Center for Education Statistics,"This survey provides information about the public  libraries' public service outlets, holdings, staffing, receipts,  expenditures, loan transactions, physical facilities, and business  hours. These data also contribute to an understanding of the total  picture of school, academic, and public libraries on a nationwide basis."
ICPSR02210.v1,2002-03-29,2015-04-09T04:06:29Z,2015-04-09T04:06:29Z,2015-04-09T04:06:29Z,"United States, ","expenditures, facilities, income, library collections, library services, loans, personnel, public libraries, ","Public Libraries Data, 1987:  [United States]",United States Department of Education. National Center for Education Statistics,United States Department of Education. National Center for Education Statistics,"For this survey the Federal/State Cooperative System for  Public Library Data collected 34 basic data items and 7 identifying  items for libraries in the United States in 1987. The data items  include number of service outlets, full-time equivalent staff, income,  operational expenditures, capital outlay, library collec
tion, public  service hours per week, services per typical week, and inter-library loans. Nineteen states agreed to participate in this survey."
ICPSR02211.v1,2002-04-19,2015-04-09T03:30:23Z,2015-04-09T03:30:23Z,2015-04-09T03:30:23Z,"United States, ","expenditures, facilities, income, library collections, library services, loans, personnel, public libraries, ","Public Libraries Data, 1988:  [United States]",United States Department of Education. National Center for Education Statistics,United States Department of Education. National Center for Education Statistics,"The purpose of this survey was to identify the cooperative  library organizations within the United States and to gather  information about these organizations. In this survey the  Federal/State Cooperative System for Public Library Data collected 34  basic data items for each library and 7 identifying items. The data  i
tems include number of service outlets, full-time equivalent staff,  income, operational expenditures, capital outlay, library collection,  public service hours per week, services per typical week, and  inter-library loans. Forty-four states and the District of Columbia agreed to participate in this program."
ICPSR02213.v1,2004-07-01,2015-04-09T03:06:07Z,2015-04-09T03:06:07Z,2015-04-09T03:06:07Z,"United States, ","colleges, demographic characteristics, educational populations, financial management, graduates, higher education, libraries, postsecondary education, school enrollments, universities, ","Integrated Postsecondary Education Data System (IPEDS):  Consolidated Survey Form, 1990",United States Department of Education. National Center for Education Statistics,United States Department of Education. National Center for Education Statistics,"The consolidated (CN) survey form was used for the first  time in 1990-1991 to collect information from a subset of the 10,500  postsecondary institutions in the Integrated Postsecondary Education  Data System (IPEDS) universe. IPEDS collects information on such  topics as institutional characteristics, enrollments, completions,  finance, staff, and libraries. All schools in the IPEDS universe were  asked to complete an institutional characteristics form. Approximately  3,600 institutions of higher education (i.e., those that are  accredited at the college level by an agency recognized by the  Secretary, United States Department of Education) plus another 400  nonaccredited schools that grant a bachelor's, master's, doctoral, or  first-professional degree were asked to complete the full complement  of IPEDS surveys. Of the remaining 6,500 postsecondary schools who  were eligible to receive the Consolidated (CN) survey form, 2,998  schools were sent the form, of which 2,472 responded. The following  data were requested from institutions using the CN survey form: (1)  fall enrollment for 1990, by racial/ethnic category and sex of  student, (2) completions for the 1989-1990 academic year, by field of  study and award level and by racial/ethnic category and sex of  recipient, (3) financial statistics for fiscal year 1990, including  revenue/tuition fees, expenditures/scholarship, and other  expenditures, and (4) selected data on libraries on total FTE staff,  operating expenses, and total circulation transactions. The single CN  form was substituted for the four more detailed IPEDS surveys that  were sent to the accredited/degree-granting institutions. Data for the  CN respondent institutions appear on both the CN file and on the  individual IPEDS adapt files for the fall enrollment, completions, finance, and libraries surveys."
ICPSR02214.v1,1999-09-15,2015-04-09T04:17:23Z,2015-04-09T04:17:23Z,2015-04-09T04:17:23Z,"American Samoa, Guam, Marshall Islands, United States, Virgin Islands of the United States, Global, ","colleges, community colleges, ethnicity, gender, higher education, postsecondary education, race, school enrollments, students, universities, ","Integrated Postsecondary Education Data System (IPEDS):  Residence of First-Time Students, 1986",United States Department of Education. National Center for Education Statistics,United States Department of Education. National Center for Education Statistics,"This survey, conducted biannually, was designed to provide  states with more complete information about the attendance of their  residents in colleges and to examine migration patterns of students in  and out of state. The data are presented on the state of residence of  first-time students by level of enrollment, including freshmen and  transfer students at the undergraduate level, first-professionals, and graduates."
ICPSR02215.v1,2004-06-10,2015-04-09T03:35:47Z,2015-04-09T03:35:47Z,2015-04-09T03:35:47Z,"United States, ","academic libraries, expenditures, interlibrary loans, libraries, library collections, postsecondary education, staff, wages and salaries, ","Integrated Postsecondary Education Data System (IPEDS): Academic Libraries, 1988",United States Department of Education. National Center for Education Statistics,United States Department of Education. National Center for Education Statistics,"This component of the Integrated Postsecondary Education  Data System (IPEDS) surveys, focuses on academic libraries. Data were  collected on library resources, physical activities, staffing  patterns, salaries and wages, number of employees, level of  educational attainment, current expenditures, and learning resource centers."
ICPSR02217.v1,1999-07-01,2015-04-09T04:37:11Z,2015-04-09T04:37:11Z,2015-04-09T04:37:11Z,"American Samoa, Guam, Marshall Islands, United States, Virgin Islands of the United States, Global, ","academic degrees, academic disciplines, admissions policies, higher education, instruction, postsecondary education, student financial aid, tuition and fees, universities, ","Integrated Postsecondary Education Data System (IPEDS):  Institutional Characteristics, 1987-1988",United States Department of Education. National Center for Education Statistics,United States Department of Education. National Center for Education Statistics,"This collection offers data on basic characteristics of  postsecondary institutions in the United States and covers  institutional characteristics for 1987-1988. The data were used for  sample design and selection for other IPEDS surveys. Key data elements  include the name, address, and telephone number of the institution, as  well as information about levels of course offerings, calendar system,  admissions requirements, student services, accreditation, modes of  instruction, and institutional eligibility for student financial aid  programs. Updated information on tuition, fees, and room and board  charges for the current academic year also is available. The unit of analysis is the postsecondary institution."
ICPSR02218.v1,1999-06-02,2015-04-09T04:31:52Z,2015-04-09T04:31:52Z,2015-04-09T04:31:52Z,"American Samoa, Guam, Marshall Islands, United States, Virgin Islands of the United States, Global, ","academic degrees, academic disciplines, admissions policies, higher education, instruction, postsecondary education, student financial aid, tuition and fees, universities, ","Integrated Postsecondary Education Data System (IPEDS):  Institutional Characteristics, 1988-1989",United States Department of Education. National Center for Education Statistics,United States Department of Education. National Center for Education Statistics,"This collection offers data on basic characteristics of  postsecondary institutions in the United States and covers  institutional characteristics for 1988-1989. The data were used for  sample design and selection for other IPEDS surveys. Key data elements  include the name, address, and telephone number of the institution, as  well as information about levels of course offerings, calendar system,  admissions requirements, student services, accreditation, modes of  instruction, and institutional eligibility for student financial aid  programs. Updated information on tuition, fees, and room and board  charges for the current academic year also is available. The unit of analysis is the postsecondary institution."
ICPSR02219.v1,1999-06-16,2015-04-09T04:36:39Z,2015-04-09T04:36:39Z,2015-04-09T04:36:39Z,"American Samoa, Global, Guam, Marshall Islands, United States, Virgin Islands of the United States, ","colleges, community colleges, education expenditures, financial management, financial policy, funding, higher education, postsecondary education, universities, ","Integrated Postsecondary Education Data System (IPEDS):  Higher Education Finance Data, 1986-1987",United States Department of Education. National Center for Education Statistics,United States Department of Education. National Center for Education Statistics,"This data collection contains information on finances for a sample of postsecondary institutions in the United States and its outlying areas (American Samoa, Guam, Puerto Rico, the Virgin Islands, and the Marshall Islands) and Department of Defense schools outside the United States. The finance data, collected annually, are used for reporting and projecting capital outlays of two-year and four-year colleges and universities, trends in replacements of plant assets, and performance of endowment funds. The first part of the study, Institutional Characteristics, includes variables on control and level of institution, religious affiliation, highest level of offering, and state FIPS codes and abbreviations. Part A of the study, Current Funds Revenues by Source, provides each institution's current fund revenues by source (e.g., tuition and fees, government, gifts). Part B, Current Funds Expenditures and Transfers, covers expenditures for instruction, research, and plant maintenance. Part E, Scholarships and Fellowship Expenditures, covers scholarships and fellowships."
ICPSR02220.v1,1999-07-16,2015-04-09T03:22:00Z,2015-04-09T03:22:00Z,2015-04-09T03:22:00Z,"American Samoa, Global, Guam, Marshall Islands, United States, Virgin Islands of the United States, ","colleges, community colleges, education expenditures, financial management, financial policy, funding, higher education, postsecondary education, universities, ","Integrated Postsecondary Education Data System (IPEDS):  Higher Education Finance Data, 1987-1988",United States Department of Education. National Center for Education Statistics,United States Department of Education. National Center for Education Statistics,"This data collection contains information on finances for a sample of postsecondary institutions in the United States. The finance data, collected annually, are used for reporting and projecting capital outlays of two-year and four-year colleges and universities, trends in replacements of plant assets, and performance of endowment funds. The first part of the study, Institutional Characteristics, includes variables on control and level of institution, religious affiliation, highest level of offering, and state FIPS codes and abbreviations. Part A of the study, Current Funds Revenues by Source, provides each institution's current fund revenues by source (e.g., tuition and fees, government, gifts). Part B, Current Funds Expenditures by Function, covers expenditures for instruction, research, and plant maintenance. Part E, Scholarships and Fellowship Expenditures, covers scholarships and fellowships."
ICPSR02221.v1,1999-07-01,2015-04-09T04:00:25Z,2015-04-09T04:00:25Z,2015-04-09T04:00:25Z,"American Samoa, Guam, Marshall Islands, United States, Virgin Islands of the United States, Global, ","colleges, community colleges, ethnicity, gender, higher education, postsecondary education, race, school enrollments, universities, ","Integrated Postsecondary Education Data System (IPEDS):  Fall Enrollment, 1986",United States Department of Education. National Center for Education Statistics,United States Department of Education. National Center for Education Statistics,"The Fall Enrollment survey is conducted annually by the  National Center for Education Statistics (NCES) as part of the  Integrated Postsecondary Education Data System (IPEDS). The survey  collects data that describe the status of student participation in  various types of postsecondary institutions. The data are collected by  sex for six racial/ethnic categories as defined by the Office for  Civil Rights (OCR). There are two parts included in this survey. Part  A, Enrollment Summary by Racial/Ethnic Status, provides enrollment  data by race/ethnicity and sex and by level and year of study of the  student. Part C, Clarifying Questions, supplies information on  students enrolled in remedial courses, extension divisions, and  branches of schools, as well as numbers of transfer students from in-state, out of state, and other countries."
ICPSR02222.v1,1999-08-20,2015-04-09T03:11:35Z,2015-04-09T03:11:35Z,2015-04-09T03:11:35Z,"American Samoa, Guam, Marshall Islands, Puerto Rico, United States, Virgin Islands of the United States, ","colleges, community colleges, ethnicity, gender, higher education, postsecondary education, race, school enrollments, universities, ","Integrated Postsecondary Education Data System (IPEDS): Fall Enrollment, 1987",United States Department of Education. National Center for Education Statistics,United States Department of Education. National Center for Education Statistics,"The Fall Enrollment survey is conducted annually by the National Center for Education Statistics (NCES) as part of the Integrated Postsecondary Education Data System (IPEDS). The survey collects student enrollment data by 11 age categories as defined by the Office for Civil Rights (OCR). There are three parts included in this survey. Part A, Enrollment Summary, provides enrollment data by total of men and women and by level and year of study of the student. Part B, Enrollment Summary of Students by Age, comprises all students enrolled for credit by level of study and by sex and age of student. Part C, Clarifying Questions, supplies information on students enrolled in remedial courses, extension divisions, and branches of schools, as well as numbers of transfer students from in-state, out of state, and other countries. There are 268,567 total records in this data file."
ICPSR02224.v1,2002-03-19,2015-04-09T03:15:17Z,2015-04-09T03:15:17Z,2015-04-09T03:15:17Z,"United States, ","computer use, expenditures, library services, organizational structure, personnel, ","Library Networks and Cooperative Library Organizations, 1977-1978:  [United States]",United States Department of Education. National Center for Education Statistics,United States Department of Education. National Center for Education Statistics,"The purpose of this survey was to identify the cooperative  library organizations within the United States and to gather  information about these organizations, such as organizational  structure, staffing, funds received during the fiscal year, funds  carried over from previous years, expenditures, major services provided, and computer and other automated services."
ICPSR02225.v1,2002-03-19,2015-04-09T03:57:39Z,2015-04-09T03:57:39Z,2015-04-09T03:57:39Z,"United States, ","expenditures, facilities, library collections, library services, loans, personnel, public libraries, public schools, school libraries, ","Library General Information Survey (LIBGIS) I [United States]:  Public School Libraries/Media Centers, Fall 1974",United States Department of Education. National Center for Education Statistics,United States Department of Education. National Center for Education Statistics,"This survey provides current information for individual  public school libraries/media centers on holdings, expenditures,  staffing, loan transactions, physical facilities, and hours and days  open. It also contributes to an understanding of the total picture of public school libraries on a nationwide basis."
ICPSR02226.v1,2002-07-18,2015-04-09T04:31:14Z,2015-04-09T04:31:14Z,2015-04-09T04:31:14Z,"District of Columbia, United States, ","expenditures, facilities, library collections, library services, loans, personnel, public libraries, public schools, school libraries, ","Survey of Special Libraries Serving State Governments, Fiscal Year 1977: [United States]",United States Department of Education. National Center for Education Statistics,United States Department of Education. National Center for Education Statistics,"This study was a survey of all libraries in 50 states and the District of Columbia that served departments or organizations within the state governments. Phase I identified the libraries within t
he states and the District of Columbia. Phase II consisted of surveying these libraries, and developing edit specifications and table programs. These data provide the following information: library name, library address, number of full-time and part-time employees in different departments, expenditures, holdings, and loan transactions."
ICPSR02227.v1,2002-06-19,2015-04-09T04:03:11Z,2015-04-09T04:03:11Z,2015-04-09T04:03:11Z,"United States, ","education, expenditures, facilities, library collections, library services, personnel, private schools, public schools, technology, volunteers, ","Survey of Public and Private School Libraries and Media Centers, 1985:  [United States]",United States Department of Education. National Center for Education Statistics,United States Department of Education. National Center for Education Statistics,"For this survey, a nationally representative sample of  4,500 public schools was taken from the Center for Education  Statistics (CES) Universe file, and a nationally representative sample  of 1,700 private schools was drawn from a list of private schools in  existence in 1983 in 75 private school primary sampling units  (PSUs). Data were collected by mail and telephone from the librarians  or persons most knowledgeable about the libraries. Respondents were  asked to indicate whether the school
had a library or media center,  and if so, to describe staff size and education, use of volunteers,  amount and type of expenditures, collection size, services offered, technology, usage, circulation, and physical facilities."
ICPSR02228.v1,2003-03-21,2015-04-09T03:15:00Z,2015-04-09T03:15:00Z,2015-04-09T03:15:00Z,"United States, ","arts, leisure, museums, recreation, ","Museums Master File:  [United States, 1970s]",United States Department of Education. National Center for Education Statistics,United States Department of Education. National Center for Education Statistics,This file lists all the museums in the United States with their respective mailing addresses in Mailing File Code order.
ICPSR02229.v2,2003-06-25,2015-04-09T04:13:34Z,2015-04-09T04:13:34Z,2015-04-09T04:13:34Z,"United States, ","access to arts, arts attendance, arts audiences, arts education, arts funding, arts participation, museums, visual arts, ","Museum Program Survey, 1979 [United States]",United States Department of Education. Institute of Education Sciences. National Center for Education Statistics.,United States Department of Education. Institute of Education Sciences. National Center for Education Statistics.,"This survey collected data from 1,373 nonprofit museums in 50 states and the District of Columbia. The sample was drawn from a universe of museums developed in a 1978 National Center for Education Statistics (NCES) museum universe study. The purpose of the study was to estimate the characteristics and educational roles of the nonprofit museum universe. For the purpose of this survey, a museum was defined as an institution organized on a permanent basis for essentially educational or aesthetic purposes, which utilizes a staff, owns or uses tangible objects whether animate or inanimate, cares for these objects, and exhibits them to the public on a regular basis. A stratified, random sample was drawn from a sampling frame of 4,408 museums identified by the 1978 Museum Universe Survey. The survey instrument was mailed to museum directors on December 12, 1979. Non-respondent follow-ups included a reminder letter, telephone follow-up and a second survey mail-out, followed by a final telephone follow-up."
ICPSR02230.v1,2003-03-21,2015-04-09T04:04:20Z,2015-04-09T04:04:20Z,2015-04-09T04:04:20Z,"United States, ","arts, leisure, museums, recreation, ","Museum Universe, 1979: [United States]",United States Department of Education. National Center for Education Statistics,United States Department of Education. National Center for Education Statistics,"This survey of museums and related institutions was  conducted in 1979 to develop a listing for the Institute of Museum  Services (IMS). A museum is defined as an institution organized on a  permanent basis for essentially educational or aesthetic purposes,  which, utilizing a staff, owns or uses tangible objects, whether  animate or inanimate, cares for these objects, and exhibits them to  the public on a regular basis. This was the first time a complete  survey of the entire museum universe was completed. Questions covered  demographic characteristics of the person in charge of the museum,  control and type of institution, number of employees, week
s open per year, annual attendance, and operating expenditures."
ICPSR02231.v1,1998-03-02,2015-04-09T03:08:40Z,2015-04-09T03:08:40Z,2015-04-09T03:08:40Z,"United States, ","demographic characteristics, diet, disease, ethnicity, health behavior, health services utilization, health status, hospitalization, malnutrition, medical evaluation, nutrition, populations, risk factors, social indicators, ","National Health and Nutrition Examination Survey III, 1988-1994",United States Department of Health and Human Services. Centers for Disease Control and Prevention. National Center for Health Statistics,United States Department of Health and Human Services. Centers for Disease Control and Prevention. National Center for Health Statistics,"The third National Health and Nutrition Examination Survey (NHANES III), conducted in 1988-1994, was designed to obtain nationally representative information on the health and nutritional status of the population of the United States through interviews and direct physical examinations. NHANES III contains data for a sample of 33,994 persons aged 2 months and older who participated in the survey. A home examination option was employed for the first time in order to obtain examination data for very young children and for elderly persons who were unable to visit the mobile examination center (MEC). The home examination included only a subset of the components used in the full MEC examination, since it would have been difficult to collect some types of data in a home setting. The dataset contains information on high blood pressure and cholesterol, obesity, passive smoking, lung disease, osteoporosis, HIV, hepatitis, helicobacter pylori, immunization status, diabetes, allergies, growth and development, blood lead, anemia, food sufficiency, and dietary intake, including fats, antioxidants, and nutritional blood measures. Dietary Recall information is found in three data files (Parts 4, 7, and 8) and four table files (Parts 3, 5, 6, and 9). The Adult and Youth Household files (Parts 1 and 11) comprise the total number of respondents when combined. All of the data files may be linked by using the survey participant identification number (SEQN)."
